Entry,TicketClass,Sex,Age,Price,Order,Name,Ticket Number,Bank Balance
0,3,male,19,8,380,"Gustafsson, Mr. Karl Gideon",902257,45538
1,1,female,42,228,381,"Bidois, Miss. Rosalie",306949,8133
1,3,female,1,16,382,"Nakid, Miss. Maria (""Mary"")",7091,50588
0,3,male,32,8,383,"Tikkanen, Mr. Juho",142506,72793
1,1,female,35,52,384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",525182,53943
0,3,male,,8,385,"Plotcharsky, Mr. Vasil",617302,26586
0,2,male,18,74,386,"Davies, Mr. Charles Henry",831096,88234
0,3,male,1,47,387,"Goodwin, Master. Sidney Leonard",596226,50862
1,2,female,36,13,388,"Buss, Miss. Kate",453195,1160
0,3,male,,8,389,"Sadlier, Mr. Matthew",407879,2105
1,2,female,17,12,390,"Lehmann, Miss. Bertha",946607,17320
1,1,male,36,120,391,"Carter, Mr. William Ernest",853616,31791
1,3,male,21,8,392,"Jansson, Mr. Carl Olof",546797,57818
0,3,male,28,8,393,"Gustafsson, Mr. Johan Birger",997694,73588
1,1,female,23,113,394,"Newell, Miss. Marjorie",442053,78109
1,3,female,24,17,395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",101582,286
0,3,male,22,8,396,"Johansson, Mr. Erik",694420,87881
0,3,female,31,8,397,"Olsson, Miss. Elina",544864,49099
0,2,male,46,26,398,"McKane, Mr. Peter David",306067,97552
0,2,male,23,11,399,"Pain, Dr. Alfred",822228,45747
1,2,female,28,13,400,"Trout, Mrs. William H (Jessie L)",714275,47755
1,3,male,39,8,401,"Niskanen, Mr. Juha",495132,99486
0,3,male,26,8,402,"Adams, Mr. John",141685,23029
0,3,female,21,10,403,"Jussila, Miss. Mari Aina",546044,46125
0,3,male,28,16,404,"Hakkarainen, Mr. Pekka Pietari",867455,27684
0,3,female,20,9,405,"Oreskovic, Miss. Marija",234789,34184
0,2,male,34,21,406,"Gale, Mr. Shadrach",185051,84036
0,3,male,51,8,407,"Widegren, Mr. Carl/Charles Peter",61535,34573
1,2,male,3,19,408,"Richards, Master. William Rowe",435418,81781
0,3,male,21,8,409,"Birkeland, Mr. Hans Martin Monsen",379650,96918
0,3,female,,25,410,"Lefebre, Miss. Ida",100673,5379
0,3,male,,8,411,"Sdycoff, Mr. Todor",184881,39649
0,3,male,,7,412,"Hart, Mr. Henry",525041,89417
1,1,female,33,90,413,"Minahan, Miss. Daisy E",239147,20348
0,2,male,,0,414,"Cunningham, Mr. Alfred Fleming",749516,37401
1,3,male,44,8,415,"Sundman, Mr. Johan Julian",249389,56678
0,3,female,,8,416,"Meek, Mrs. Thomas (Annie Louise Rowley)",589513,36502
1,2,female,34,33,417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",253177,16158
1,2,female,18,13,418,"Silven, Miss. Lyyli Karoliina",242861,56913
0,2,male,30,13,419,"Matthews, Mr. William John",994884,91816
0,3,female,10,24,420,"Van Impe, Miss. Catharina",557579,77571
0,3,male,,8,421,"Gheorgheff, Mr. Stanio",676578,68919
0,3,male,21,8,422,"Charters, Mr. David",428686,41627
0,3,male,29,8,423,"Zimmerman, Mr. Leo",478456,502
0,3,female,28,14,424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",897270,27283
0,3,male,18,20,425,"Rosblom, Mr. Viktor Richard",235417,67287
0,3,male,,7,426,"Wiseman, Mr. Phillippe",365552,7452
1,2,female,28,26,427,"Clarke, Mrs. Charles V (Ada Maria Winfield)",124287,77277
1,2,female,19,26,428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",683040,33543
0,3,male,,8,429,"Flynn, Mr. James",218310,37423
1,3,male,32,8,430,"Pickard, Mr. Berk (Berk Trembisky)",19730,2198
1,1,male,28,27,431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",228214,60621
1,3,female,,16,432,"Thorneycroft, Mrs. Percival (Florence Kate White)",196143,66160
1,2,female,42,26,433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",512215,71775
0,3,male,17,7,434,"Kallio, Mr. Nikolai Erland",823955,68467
0,1,male,50,56,435,"Silvey, Mr. William Baird",150947,29277
1,1,female,14,120,436,"Carter, Miss. Lucile Polk",870227,3913
0,3,female,21,34,437,"Ford, Miss. Doolina Margaret ""Daisy""",990145,28541
1,2,female,24,19,438,"Richards, Mrs. Sidney (Emily Hocking)",756618,16375
0,1,male,64,263,439,"Fortune, Mr. Mark",954281,7359
0,2,male,31,11,440,"Kvillner, Mr. Johan Henrik Johannesson",334499,51211
1,2,female,45,26,441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",248837,41363
0,3,male,20,10,442,"Hampe, Mr. Leon",332128,62557
0,3,male,25,8,443,"Petterson, Mr. Johan Emil",731472,54730
1,2,female,28,13,444,"Reynaldo, Ms. Encarnacion",267250,96907
1,3,male,,8,445,"Johannesen-Bratthammer, Mr. Bernt",813728,10865
1,1,male,4,82,446,"Dodge, Master. Washington",676961,54110
1,2,female,13,20,447,"Mellinger, Miss. Madeleine Violet",552895,99548
1,1,male,34,27,448,"Seward, Mr. Frederic Kimber",764691,3543
1,3,female,5,19,449,"Baclini, Miss. Marie Catherine",901163,26745
1,1,male,52,31,450,"Peuchen, Major. Arthur Godfrey",930046,12600
0,2,male,36,28,451,"West, Mr. Edwy Arthur",859619,86528
0,3,male,,20,452,"Hagland, Mr. Ingvald Olai Olsen",326703,24158
0,1,male,30,28,453,"Foreman, Mr. Benjamin Laventall",616386,6959
1,1,male,49,89,454,"Goldenberg, Mr. Samuel L",982846,90515
0,3,male,,8,455,"Peduzzi, Mr. Joseph",717816,96743
1,3,male,29,8,456,"Jalsevac, Mr. Ivan",210933,74621
0,1,male,65,27,457,"Millet, Mr. Francis Davis",766885,71344
1,1,female,,52,458,"Kenyon, Mrs. Frederick R (Marion)",373563,60048
1,2,female,50,11,459,"Toomey, Miss. Ellen",224873,87943
0,3,male,,8,460,"O'Connor, Mr. Maurice",209136,3804
1,1,male,48,27,461,"Anderson, Mr. Harry",484440,49632
0,3,male,34,8,462,"Morley, Mr. William",567779,45556
0,1,male,47,39,463,"Gee, Mr. Arthur H",213266,14187
0,2,male,48,13,464,"Milling, Mr. Jacob Christian",58423,58862
0,3,male,,8,465,"Maisner, Mr. Simon",876741,75231
0,3,male,38,7,466,"Goncalves, Mr. Manuel Estanslas",662715,81572
0,2,male,,0,467,"Campbell, Mr. William",416719,13569
0,1,male,56,27,468,"Smart, Mr. John Montgomery",273564,95538
0,3,male,,8,469,"Scanlan, Mr. James",160513,85443
1,3,female,0.75,19,470,"Baclini, Miss. Helene Barbara",811038,44411
0,3,male,,7,471,"Keefe, Mr. Arthur",930680,47020
0,3,male,38,9,472,"Cacic, Mr. Luka",526438,38141
1,2,female,33,28,473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",537629,57761
1,2,female,23,14,474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",339160,27870
0,3,female,22,10,475,"Strandberg, Miss. Ida Sofia",282326,27876
0,1,male,,52,476,"Clifford, Mr. George Quincy",994746,4025
0,2,male,34,21,477,"Renouf, Mr. Peter Henry",241442,33087
0,3,male,29,7,478,"Braund, Mr. Lewis Richard",429725,28388
0,3,male,22,8,479,"Karlsson, Mr. Nils August",81411,1959
1,3,female,2,12,480,"Hirvonen, Miss. Hildur E",55337,33618
0,3,male,9,47,481,"Goodwin, Master. Harold Victor",423019,99246
0,2,male,,0,482,"Frost, Mr. Anthony Wood ""Archie""",110818,59672
0,3,male,50,8,483,"Rouse, Mr. Richard Henry",172733,40646
1,3,female,63,10,484,"Turkula, Mrs. (Hedwig)",423147,6220
1,1,male,25,91,485,"Bishop, Mr. Dickinson H",253215,68237
0,3,female,,25,486,"Lefebre, Miss. Jeannie",331416,36615
1,1,female,35,90,487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",178029,91015
0,1,male,58,30,488,"Kent, Mr. Edward Austin",634925,5811
0,3,male,30,8,489,"Somerton, Mr. Francis William",101573,63037
1,3,male,9,16,490,"Coutts, Master. Eden Leslie ""Neville""",339438,87287
0,3,male,,20,491,"Hagland, Mr. Konrad Mathias Reiersen",654925,18059
0,3,male,21,7,492,"Windelov, Mr. Einar",976496,54533
0,1,male,55,31,493,"Molson, Mr. Harry Markland",187430,96345
0,1,male,71,50,494,"Artagaveytia, Mr. Ramon",91265,12248
0,3,male,21,8,495,"Stanley, Mr. Edward Roland",320840,55345
0,3,male,,14,496,"Yousseff, Mr. Gerious",70544,64581
1,1,female,54,78,497,"Eustis, Miss. Elizabeth Mussey",523154,1794
0,3,male,,15,498,"Shellard, Mr. Frederick William",332254,30462
0,1,female,25,152,499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",117184,50181
0,3,male,24,8,500,"Svensson, Mr. Olof",276844,30146
0,3,male,17,9,501,"Calic, Mr. Petar",964625,94932
0,3,female,21,8,502,"Canavan, Miss. Mary",597561,7080
0,3,female,,8,503,"O'Sullivan, Miss. Bridget Mary",868206,985
0,3,female,37,10,504,"Laitinen, Miss. Kristina Sofia",18389,46615
1,1,female,16,87,505,"Maioni, Miss. Roberta",130051,64379
0,1,male,18,109,506,"Penasco y Castellana, Mr. Victor de Satode",273542,16269
1,2,female,33,26,507,"Quick, Mrs. Frederick Charles (Jane Richards)",770065,59726
1,1,male,,27,508,"Bradley, Mr. George (""George Arthur Brayton"")",100695,53872
0,3,male,28,23,509,"Olsen, Mr. Henry Margido",286639,90316
1,3,male,26,56,510,"Lang, Mr. Fang",969201,17681
1,3,male,29,8,511,"Daly, Mr. Eugene Patrick",699140,12554
0,3,male,,8,512,"Webber, Mr. James",289944,7911
1,1,male,36,26,513,"McGough, Mr. James Robert",910121,10067
1,1,female,54,59,514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",289519,31947
0,3,male,24,7,515,"Coleff, Mr. Satio",877343,96320
0,1,male,47,34,516,"Walker, Mr. William Anderson",358038,14880
1,2,female,34,11,517,"Lemore, Mrs. (Amelia Milley)",171107,76215
0,3,male,,24,518,"Ryan, Mr. Patrick",814501,11677
1,2,female,36,26,519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",714935,98005
0,3,male,32,8,520,"Pavlovic, Mr. Stefo",139899,49869
1,1,female,30,94,521,"Perreault, Miss. Anne",646308,55555
0,3,male,22,8,522,"Vovk, Mr. Janko",5953,48529
0,3,male,,7,523,"Lahoud, Mr. Sarkis",304315,75761
1,1,female,44,58,524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",782505,31983
0,3,male,,7,525,"Kassem, Mr. Fared",286231,22643
0,3,male,40.5,8,526,"Farrell, Mr. James",139895,61901
1,2,female,50,11,527,"Ridsdale, Miss. Lucy",288604,39121
0,1,male,,222,528,"Farthing, Mr. John",492552,53760
0,3,male,39,8,529,"Salonen, Mr. Johan Werner",525569,29773
0,2,male,23,12,530,"Hocking, Mr. Richard George",844214,9158
1,2,female,2,26,531,"Quick, Miss. Phyllis May",78821,19919
0,3,male,,7,532,"Toufik, Mr. Nakli",928144,79983
0,3,male,17,7,533,"Elias, Mr. Joseph Jr",188972,63409
1,3,female,,22,534,"Peter, Mrs. Catherine (Catherine Rizk)",371933,67459
0,3,female,30,9,535,"Cacic, Miss. Marija",147440,38780
1,2,female,7,26,536,"Hart, Miss. Eva Miriam",887823,10866
0,1,male,45,27,537,"Butt, Major. Archibald Willingham",920908,62080
1,1,female,30,106,538,"LeRoy, Miss. Bertha",153112,73849
0,3,male,,15,539,"Risien, Mr. Samuel Beard",108337,57330
1,1,female,22,50,540,"Frolicher, Miss. Hedwig Margaritha",561300,64302
1,1,female,36,71,541,"Crosby, Miss. Harriet R",566360,66726
0,3,female,9,31,542,"Andersson, Miss. Ingeborg Constanzia",156182,29887
0,3,female,11,31,543,"Andersson, Miss. Sigrid Elisabeth",662866,85291
1,2,male,32,26,544,"Beane, Mr. Edward",458588,15697
0,1,male,50,106,545,"Douglas, Mr. Walter Donald",489532,25791
0,1,male,64,26,546,"Nicholson, Mr. Arthur Ernest",775092,29735
1,2,female,19,26,547,"Beane, Mrs. Edward (Ethel Clarke)",595704,58435
1,2,male,,14,548,"Padro y Manent, Mr. Julian",425894,4789
0,3,male,33,21,549,"Goldsmith, Mr. Frank John",784886,56697
1,2,male,8,37,550,"Davies, Master. John Morgan Jr",831295,1707
1,1,male,17,111,551,"Thayer, Mr. John Borland Jr",190278,11888
0,2,male,27,26,552,"Sharp, Mr. Percival James R",410014,372
0,3,male,,8,553,"O'Brien, Mr. Timothy",771828,63924
1,3,male,22,7,554,"Leeni, Mr. Fahim (""Philip Zenni"")",846736,92761
1,3,female,22,8,555,"Ohman, Miss. Velin",486884,25385
0,1,male,62,27,556,"Wright, Mr. George",133264,93201
1,1,female,48,40,557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",878121,33225
0,1,male,,228,558,"Robbins, Mr. Victor",357214,33555
1,1,female,39,80,559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",567574,24504
1,3,female,36,17,560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",884601,14811
0,3,male,,8,561,"Morrow, Mr. Thomas Rowan",414548,64688
0,3,male,40,8,562,"Sivic, Mr. Husein",781660,89739
0,2,male,28,14,563,"Norman, Mr. Robert Douglas",674431,82733
0,3,male,,8,564,"Simmons, Mr. John",285706,3858
0,3,female,,8,565,"Meanwell, Miss. (Marion Ogden)",849163,19260
0,3,male,24,24,566,"Davies, Mr. Alfred J",656263,72723
0,3,male,19,8,567,"Stoytcheff, Mr. Ilia",359577,26183
0,3,female,29,21,568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",350164,74715
0,3,male,,7,569,"Doharr, Mr. Tannous",290487,97482
1,3,male,32,8,570,"Jonsson, Mr. Carl",93332,55397
1,2,male,62,11,571,"Harris, Mr. George",254023,16905
1,1,female,53,51,572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",4107,30336
1,1,male,36,26,573,"Flynn, Mr. John Irwin (""Irving"")",49456,9241
1,3,female,,8,574,"Kelly, Miss. Mary",502324,46165
0,3,male,16,8,575,"Rush, Mr. Alfred George John",945111,24370
0,3,male,19,15,576,"Patchett, Mr. George",999072,6480
1,2,female,34,13,577,"Garside, Miss. Ethel",813292,59153
1,1,female,39,56,578,"Silvey, Mrs. William Baird (Alice Munger)",944108,28741
0,3,female,,14,579,"Caram, Mrs. Joseph (Maria Elias)",427794,15969
1,3,male,32,8,580,"Jussila, Mr. Eiriik",172183,96731
1,2,female,25,30,581,"Christy, Miss. Julie Rachel",348296,27509
1,1,female,39,111,582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",870987,22595
0,2,male,54,26,583,"Downton, Mr. William James",377608,96653
0,1,male,36,40,584,"Ross, Mr. John Hugo",730722,60898
0,3,male,,9,585,"Paulner, Mr. Uscher",611423,69545
1,1,female,18,80,586,"Taussig, Miss. Ruth",363732,75882
0,2,male,47,15,587,"Jarvis, Mr. John Denzil",543687,77000
1,1,male,60,79,588,"Frolicher-Stehli, Mr. Maxmillian",188492,69728
0,3,male,22,8,589,"Gilinski, Mr. Eliezer",684315,99248
0,3,male,,8,590,"Murdlin, Mr. Joseph",218567,4827
0,3,male,35,7,591,"Rintamaki, Mr. Matti",210665,30011
1,1,female,52,78,592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",354910,47827
0,3,male,47,7,593,"Elsbury, Mr. William James",976201,71082
0,3,female,,8,594,"Bourke, Miss. Mary",665436,18727
0,2,male,37,26,595,"Chapman, Mr. John Henry",171890,16896
0,3,male,36,24,596,"Van Impe, Mr. Jean Baptiste",122697,36400
1,2,female,,33,597,"Leitch, Miss. Jessie Wills",224186,35189
0,3,male,49,0,598,"Johnson, Mr. Alfred",450146,13893
0,3,male,,7,599,"Boulos, Mr. Hanna",999921,29934
1,1,male,49,57,600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",187820,38610
1,2,female,24,27,601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",227022,63581
0,3,male,,8,602,"Slabenoff, Mr. Petco",486756,31197
0,1,male,,42,603,"Harrington, Mr. Charles H",198554,29598
0,3,male,44,8,604,"Torber, Mr. Ernst William",100369,71100
1,1,male,35,27,605,"Homer, Mr. Harry (""Mr E Haven"")",424488,27691
0,3,male,36,16,606,"Lindell, Mr. Edvard Bengtsson",222488,98242
0,3,male,30,8,607,"Karaic, Mr. Milan",513153,96700
1,1,male,27,31,608,"Daniel, Mr. Robert Williams",553745,65268
1,2,female,22,42,609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",87885,76496
1,1,female,40,153,610,"Shutes, Miss. Elizabeth W",342795,88374
0,3,female,39,31,611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",734602,22333
0,3,male,,7,612,"Jardin, Mr. Jose Neto",356637,21628
1,3,female,,16,613,"Murphy, Miss. Margaret Jane",387009,60694
0,3,male,,8,614,"Horgan, Mr. John",885249,44529
0,3,male,35,8,615,"Brocklebank, Mr. William Alfred",466688,23611
1,2,female,24,65,616,"Herman, Miss. Alice",278053,33756
0,3,male,34,14,617,"Danbom, Mr. Ernst Gilbert",83124,84710
0,3,female,26,16,618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",604232,7302
1,2,female,4,39,619,"Becker, Miss. Marion Louise",698623,26922
0,2,male,26,11,620,"Gavey, Mr. Lawrence",939484,99206
0,3,male,27,14,621,"Yasbeck, Mr. Antoni",220586,47323
1,1,male,42,53,622,"Kimball, Mr. Edwin Nelson Jr",505133,27823
1,3,male,20,16,623,"Nakid, Mr. Sahid",411370,71486
0,3,male,21,8,624,"Hansen, Mr. Henry Damsgaard",405782,64792
0,3,male,21,16,625,"Bowen, Mr. David John ""Dai""",103001,30912
0,1,male,61,32,626,"Sutton, Mr. Frederick",131431,37199
0,2,male,57,12,627,"Kirkland, Rev. Charles Leonard",135063,22296
1,1,female,21,78,628,"Longley, Miss. Gretchen Fiske",179464,3268
0,3,male,26,8,629,"Bostandyeff, Mr. Guentcho",387367,43325
0,3,male,,8,630,"O'Connell, Mr. Patrick D",969272,20738
1,1,male,80,30,631,"Barkworth, Mr. Algernon Henry Wilson",579133,69348
0,3,male,51,7,632,"Lundahl, Mr. Johan Svensson",600737,62137
1,1,male,32,31,633,"Stahelin-Maeglin, Dr. Max",384568,64022
0,1,male,,0,634,"Parr, Mr. William Henry Marsh",693475,30421
0,3,female,9,28,635,"Skoog, Miss. Mabel",794740,91662
1,2,female,28,13,636,"Davis, Miss. Mary",351302,21324
0,3,male,32,8,637,"Leinonen, Mr. Antti Gustaf",153770,63179
0,2,male,31,26,638,"Collyer, Mr. Harvey",19453,31261
0,3,female,41,40,639,"Panula, Mrs. Juha (Maria Emilia Ojala)",92446,46333
0,3,male,,16,640,"Thorneycroft, Mr. Percival",635577,15956
0,3,male,20,8,641,"Jensen, Mr. Hans Peder",994332,44911
1,1,female,24,69,642,"Sagesser, Mlle. Emma",269709,79000
0,3,female,2,28,643,"Skoog, Miss. Margit Elizabeth",731428,90300
1,3,male,,56,644,"Foo, Mr. Choong",125347,845
1,3,female,0.75,19,645,"Baclini, Miss. Eugenie",502020,80356
1,1,male,48,77,646,"Harper, Mr. Henry Sleeper",579041,77639
0,3,male,19,8,647,"Cor, Mr. Liudevit",407087,89983
1,1,male,56,36,648,"Simonius-Blumer, Col. Oberst Alfons",498494,65202
0,3,male,,8,649,"Willey, Mr. Edward",744425,39747
1,3,female,23,8,650,"Stanley, Miss. Amy Zillah Elsie",410256,75084
0,3,male,,8,651,"Mitkoff, Mr. Mito",892665,75737
1,2,female,18,23,652,"Doling, Miss. Elsie",455144,17755
0,3,male,21,8,653,"Kalvik, Mr. Johannes Halvorsen",982741,56306
1,3,female,,8,654,"O'Leary, Miss. Hanora ""Norah""",324863,41637
0,3,female,18,7,655,"Hegarty, Miss. Hanora ""Nora""",487626,20570
0,2,male,24,74,656,"Hickman, Mr. Leonard Mark",84197,65854
0,3,male,,8,657,"Radeff, Mr. Alexander",793031,7710
0,3,female,32,16,658,"Bourke, Mrs. John (Catherine)",575386,77165
0,2,male,23,13,659,"Eitemiller, Mr. George Floyd",301121,60045
0,1,male,58,113,660,"Newell, Mr. Arthur Webster",630563,39555
1,1,male,50,134,661,"Frauenthal, Dr. Henry William",173663,7450
0,3,male,40,7,662,"Badt, Mr. Mohamed",478001,60148
0,1,male,47,26,663,"Colley, Mr. Edward Pomeroy",314450,77006
0,3,male,36,7,664,"Coleff, Mr. Peju",732574,35103
1,3,male,20,8,665,"Lindqvist, Mr. Eino William",237139,16738
0,2,male,32,74,666,"Hickman, Mr. Lewis",363531,85933
0,2,male,25,13,667,"Butler, Mr. Reginald Fenton",982112,867
0,3,male,,8,668,"Rommetvedt, Mr. Knud Paust",313783,57981
0,3,male,43,8,669,"Cook, Mr. Jacob",246633,44240
1,1,female,,52,670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",567262,58738
1,2,female,40,39,671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",128718,34902
0,1,male,31,52,672,"Davidson, Mr. Thornton",801615,95525
0,2,male,70,11,673,"Mitchell, Mr. Henry Michael",394298,42667
1,2,male,31,13,674,"Wilhelms, Mr. Charles",354475,44142
0,2,male,,0,675,"Watson, Mr. Ennis Hastings",874788,98937
0,3,male,18,8,676,"Edvardsson, Mr. Gustaf Hjalmar",967489,70489
0,3,male,24.5,8,677,"Sawyer, Mr. Frederick Charles",996901,66490
1,3,female,18,10,678,"Turja, Miss. Anna Sofia",438754,54898
0,3,female,43,47,679,"Goodwin, Mrs. Frederick (Augusta Tyler)",772589,14319
1,1,male,36,512,680,"Cardeza, Mr. Thomas Drake Martinez",508017,94082
0,3,female,,8,681,"Peters, Miss. Katie",503063,95143
1,1,male,27,77,682,"Hassab, Mr. Hammad",714459,10852
0,3,male,20,9,683,"Olsvigen, Mr. Thor Anderson",104823,20828
0,3,male,14,47,684,"Goodwin, Mr. Charles Edward",721789,59241
0,2,male,60,39,685,"Brown, Mr. Thomas William Solomon",306695,315
0,2,male,25,42,686,"Laroche, Mr. Joseph Philippe Lemercier",536396,27560
0,3,male,14,40,687,"Panula, Mr. Jaako Arnold",927696,51587
0,3,male,19,10,688,"Dakic, Mr. Branko",862237,98165
0,3,male,18,8,689,"Fischer, Mr. Eberhard Thelander",614127,54228
1,1,female,15,211,690,"Madill, Miss. Georgette Alexandra",263395,93637
1,1,male,31,57,691,"Dick, Mr. Albert Adrian",24702,55233
1,3,female,4,13,692,"Karun, Miss. Manca",796593,46865
1,3,male,,56,693,"Lam, Mr. Ali",44670,65826
0,3,male,25,7,694,"Saad, Mr. Khalil",334344,62687
0,1,male,60,27,695,"Weir, Col. John",689432,74891
0,2,male,52,14,696,"Chapman, Mr. Charles Henry",423113,52241
0,3,male,44,8,697,"Kelly, Mr. James",607920,31164
1,3,female,,8,698,"Mullens, Miss. Katherine ""Katie""",92593,80728
0,1,male,49,111,699,"Thayer, Mr. John Borland",394884,43248
0,3,male,42,8,700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",517017,31714
1,1,female,18,228,701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",215879,63136
1,1,male,35,26,702,"Silverthorne, Mr. Spencer Victor",368330,98424
0,3,female,18,14,703,"Barbara, Miss. Saiide",818715,37819
0,3,male,25,8,704,"Gallagher, Mr. Martin",695610,99399
0,3,male,26,8,705,"Hansen, Mr. Henrik Juul",25867,84315
0,2,male,39,26,706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",815609,67993
1,2,female,45,14,707,"Kelly, Mrs. Florence ""Fannie""",261232,56522
1,1,male,42,26,708,"Calderhead, Mr. Edward Pennington",272829,73152
1,1,female,22,152,709,"Cleaver, Miss. Alice",377769,13190
1,3,male,,15,710,"Moubarek, Master. Halim Gonios (""William George"")",346840,58395
1,1,female,24,50,711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",76519,86084
0,1,male,,27,712,"Klaber, Mr. Herman",369292,39562
1,1,male,48,52,713,"Taylor, Mr. Elmer Zebley",55217,95512
0,3,male,29,9,714,"Larsson, Mr. August Viktor",84018,38099
0,2,male,52,13,715,"Greenberg, Mr. Samuel",760208,96234
0,3,male,19,8,716,"Soholt, Mr. Peter Andreas Lauritz Andersen",70526,23723
1,1,female,38,228,717,"Endres, Miss. Caroline Louise",979162,1308
1,2,female,27,11,718,"Troutt, Miss. Edwina Celia ""Winnie""",889324,38432
0,3,male,,16,719,"McEvoy, Mr. Michael",366503,86544
0,3,male,33,8,720,"Johnson, Mr. Malkolm Joackim",931226,95723
1,2,female,6,33,721,"Harper, Miss. Annie Jessie ""Nina""",45035,74939
0,3,male,17,7,722,"Jensen, Mr. Svend Lauritz",738004,50718
0,2,male,34,13,723,"Gillespie, Mr. William Henry",305268,90668
0,2,male,50,13,724,"Hodges, Mr. Henry Price",879032,15993
1,1,male,27,53,725,"Chambers, Mr. Norman Campbell",601301,1332
0,3,male,20,9,726,"Oreskovic, Mr. Luka",795027,50655
1,2,female,30,21,727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",392084,55258
1,3,female,,8,728,"Mannion, Miss. Margareth",546559,86570
0,2,male,25,26,729,"Bryhl, Mr. Kurt Arnold Gottfrid",440255,60701
0,3,female,25,8,730,"Ilmakangas, Miss. Pieta Sofia",407916,53169
1,1,female,29,211,731,"Allen, Miss. Elisabeth Walton",21535,78509
0,3,male,11,19,732,"Hassan, Mr. Houssein G N",195240,80741
0,2,male,,0,733,"Knight, Mr. Robert J",814374,43838
0,2,male,23,13,734,"Berriman, Mr. William John",605305,42040
0,2,male,23,13,735,"Troupiansky, Mr. Moses Aaron",589185,79378
0,3,male,28.5,16,736,"Williams, Mr. Leslie",906527,85440
0,3,female,48,34,737,"Ford, Mrs. Edward (Margaret Ann Watson)",919004,52638
1,1,male,35,512,738,"Lesurer, Mr. Gustave J",96233,75026
0,3,male,,8,739,"Ivanoff, Mr. Kanio",705095,44772
0,3,male,,8,740,"Nankoff, Mr. Minko",636088,4786
1,1,male,,30,741,"Hawksford, Mr. Walter James",944715,10834
0,1,male,36,79,742,"Cavendish, Mr. Tyrell William",216712,78870
1,1,female,21,262,743,"Ryerson, Miss. Susan Parker ""Suzette""",968996,72522
0,3,male,24,16,744,"McNamee, Mr. Neal",37747,53598
1,3,male,31,8,745,"Stranden, Mr. Juho",941894,63092
0,1,male,70,71,746,"Crosby, Capt. Edward Gifford",233014,64537
0,3,male,16,20,747,"Abbott, Mr. Rossmore Edward",624907,34107
1,2,female,30,13,748,"Sinkkonen, Miss. Anna",484965,66213
0,1,male,19,53,749,"Marvin, Mr. Daniel Warner",300913,66180
0,3,male,31,8,750,"Connaghton, Mr. Michael",330049,32404
1,2,female,4,23,751,"Wells, Miss. Joan",98432,91409
1,3,male,6,12,752,"Moor, Master. Meier",702380,95745
0,3,male,33,10,753,"Vande Velde, Mr. Johannes Joseph",782075,44835
0,3,male,23,8,754,"Jonkoff, Mr. Lalio",900987,90687
1,2,female,48,65,755,"Herman, Mrs. Samuel (Jane Laver)",990785,45017
1,2,male,0.67,15,756,"Hamalainen, Master. Viljo",194306,87037
0,3,male,28,8,757,"Carlsson, Mr. August Sigfrid",58133,38682
0,2,male,18,12,758,"Bailey, Mr. Percy Andrew",465033,41934
0,3,male,34,8,759,"Theobald, Mr. Thomas Leonard",387793,43677
1,1,female,33,87,760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",410446,28773
0,3,male,,15,761,"Garfirth, Mr. John",9158,31833
